Id;Name;JapName;Shirt;ShirtNational;Country;Height;Weight;Age
45015;L. Nicholls;;NICHOLLS;NICHOLLS;204;191;85;31
45041;P. Terracciano;ピエトロ テッラッチャーノ;TERRACCIANO;TERRACCIANO;215;193;78;33
45047;C. Labrín;カルロス ラブリン;LABRIN;LABRIN;147;182;81;33
45049;I. Lores Varela;;LORES;LORES;152;182;73;32
45051;N. Sansone;ニコラ サンソーネ;SANSONE;SANSONE;215;173;63;32
45055;V. Verre;ヴァレーリオ ヴェッレ;VERRE;VERRE;215;181;70;29
45057;G. Caprari;ジャンルカ カプラーリ;CAPRARI;CAPRARI;215;171;72;30
45063;D. Fabbrini;ディエゴ ファッブリーニ;FABBRINI;FABBRINI;215;181;76;33
45065;J. Brabec;ヤクブ ブラベツ;BRABEC;BRABEC;202;186;79;31
45069;L. Abecasis;ルシアーノ アベカシス;ABECASIS;ABECASIS;144;175;74;32
45071;G. Pezzella;ヘルマン ペッセーラ;PEZZELLA;PEZZELLA;144;187;82;32
45072;G. Servio;ガスパール セルビオ;GASPAR;GASPAR;144;185;86;31
45076;K. Zouma;クルト ズマ;ZOUMA;ZOUMA;208;190;96;29
45078;D. Léon;ドノヴァン レオン;LÉON;LÉON;208;187;88;31
45085;B. Reynet;バプティスト レーネ;REYNET;REYNET;208;185;90;33
45089;L. Digne;リュカ ディーニュ;DIGNE;DIGNE;208;178;74;30
45090;A. Soumaoro;アダマ スマオロ;SOUMAORO;SOUMAORO;208;187;75;31
45092;G. Bruno;ジャンニ ブルーノ;BRUNO;BRUNO;197;180;74;32
45095;B. Valette;ヴァティスト ヴァレット;VALETTE;VALETTE;208;185;80;31
45099;J. Martin;ジョナス マルタン;JONAS;JONAS;208;184;77;33
45104;L. Palun;ロイド パリュン;PALUN;PALUN;62;179;77;35
45106;M. Gorgelin;マテュー ゴルジェラン;GORGELIN;GORGELIN;208;187;83;33
45111;L. Landre;ロイク ランドル;LANDRE;LANDRE;208;182;75;31
45113;D. Foulquier;ディミトリ フルキエ;FOULQUIER;FOULQUIER;208;183;72;30
45120;K. Lala;ケニー ララ;LALA;LALA;208;178;78;32
45124;J. McClean;ジェームズ マクリーン;MCCLEAN;MCCLEAN;214;180;70;34
45126;Oxlade-Chamberlain;アレックス チェンバレン;CHAMBERLAIN;CHAMBERLAIN;204;180;70;30
45127;R. Bertrand;ライアン バートランド;BERTRAND;BERTRAND;204;179;85;34
45134;B. Davies;ベン デイヴィス;DAVIES;DAVIES;241;181;76;30
45137;N. Dicko;ヌア ディコ;DICKO;DICKO;73;173;74;31
45141;C. Battocchio;クリスティアン バットッキオ;BATTOCCHIO;BATTOCCHIO;215;169;64;31
45144;B. Leno;ベルント レーノ;LENO;LENO;210;190;78;31
45146;S. Kitsiou;ステリオス キツィウ;KITSIOU;KITSIOU;211;175;72;30
45151;D. Button;デイヴィッド バトン;BUTTON;BUTTON;204;191;87;34
45156;B. Espinosa;ベルナルド エスピノサ;BERNARDO;BERNARDO;148;192;86;34
45157;José Campaña;ホセ カンパーニャ;J. G. CAMPAÑA;J. G. CAMPAÑA;236;179;74;30
45158;Dani Jiménez;ダニ ヒメネス;D. JIMÉNEZ;D. JIMÉNEZ;236;179;72;33
45160;D. Bulthuis;デイヴィ ブルトハイス;BULTHUIS;BULTHUIS;224;187;81;33
45164;P. M'Poku;ポール ジョゼ エムポク;MPOKU;MPOKU;55;174;68;31
45165;L. Henkinet;ローラン アンキネ;HENKINET;HENKINET;197;188;88;31
45166;D. Arslanagić;ディノ アルスラナジッチ;ARSLANAGIĆ;ARSLANAGIĆ;197;191;79;30
45173;S. Meïté;スアイロ メイテ;MEÏTÉ;MEÏTÉ;208;187;91;29
45176;S. Haller;セバスティアン アルル;HALLER;HALLER;56;190;82;29
45179;F. Fajr;ファイサル ファジル;F.FAJR;F.FAJR;76;179;72;35
45182;J. Akpa Akpro;ジャンダニエル アクプロ;AKPA AKPRO;AKPA AKPRO;56;180;70;31
45187;D. Stojanović;デヤン ストヤノヴィッチ;STOJANOVIĆ;STOJANOVIĆ;221;196;89;30
45188;N. Murru;ニコラ ムッル;MURRU;MURRU;215;180;74;29
45190;M. Livaja;マルコ リヴァヤ;LIVAJA;LIVAJA;200;184;81;30
45193;L. Lezzerini;ルカ レッゼリーニ;LEZZERINI;LEZZERINI;215;195;86;28
45196;M. Bianchetti;マッテオ ビアンケッティ;BIANCHETTI;BIANCHETTI;215;189;81;30
45203;M. Aguirregaray;マティアス アギーレガライ;AGUIRREGARAY;AGUIRREGARAY;152;174;75;34
45204;E. Manu;エルヴィス マヌ;MANU;MANU;224;178;69;30
45208;T. Kalas;トマーシュ カラス;KALAS;KALAS;202;184;78;30
45216;E. Soudani;エルアルビ スダニ;SOUDANI;SOUDANI;44;180;78;36
45220;Ricardo Ferreira;リカルド フェレイラ;RICARDO;RICARDO;228;186;80;34
45227;I. Diomandé;イスマエル ディオマンデ;DIOMANDE;DIOMANDÉ;56;183;82;31
45232;Y. Aguemon;ヤニク アゲモン;Y. AGUEMON;Y. AGUEMON;46;178;74;31
45238;D. Đoković;ダミアン ジョコヴィッチ;ĐOKOVIĆ;ĐOKOVIĆ;200;190;81;33
45244;A. Berardi;アレッサンドロ ベラルディ;BERARDI;BERARDI;215;185;72;32
45247;F. Midtsjø;フレデリク ミドシャー;MIDTSJØ;MIDTSJØ;226;176;70;30
45254;J. Sánchez Miño;フアン サンチェス ミーニョ;SANCHEZ MIÑO;SANCHEZ MIÑO;144;177;78;33
45255;L. Ocampos;ルーカス オカンポス;L.OCAMPOS;OCAMPOS;144;187;84;29
45261;J. Willems;イェトロ ウィレムス;WILLEMS;WILLEMS;224;177;82;29
45267;Suso;スソ;SUSO;SUSO;236;177;70;30
45268;R. Sterling;ラヒーム スターリング;STERLING;STERLING;204;170;69;29
45270;C. Coady;コナー コアディ;COADY;COADY;204;185;80;30
45278;C. Dawson;クレイグ ドーソン;DAWSON;DAWSON;204;188;83;33
45283;T. Bifouma;ティエヴィ ビフマ;BIFOUMA;BIFOUMA;98;180;80;31
45286;L. Bangoura;ラス バングラ;LASS B.;LASS B.;65;169;67;31
45288;Álvaro Vadillo;バディージョ;VADILLO;VADILLO;236;180;69;29
45290;Íñigo Martínez;イニゴ マルティネス;I.MARTINEZ;I.MARTÍNEZ;236;182;77;32
45291;Diego Mariño;ディエゴ マリーニョ;MARIÑO;MARIÑO;236;187;75;33
45292;Jairo Samperio;ハイロ サンペリオ;SAMPERIO;SAMPERIO;236;172;69;30
45296;M. Ortega;マイケル オルテガ;ORTEGA;ORTEGA;148;172;73;32
45299;M. De Sciglio;マッティア デ シッリョ;DE SCIGLIO;DE SCIGLIO;215;182;78;31
45300;M. Valoti;マッティア ヴァローティ;VALOTI;VALOTI;215;187;73;30
45305;R. Niyaz;レジェプ ニヤズ;RECEP NİYAZ;RECEP NİYAZ;190;165;62;28
45307;S. Kapino;シャビィ ペドレル;KAPINO;KAPINO;211;196;85;29
45312;A. Nukan;アトゥンチ ヌカン;ATINC;ATINC;190;196;86;30
45313;Luís Martins;ルイス マルティンス;LUÍS MARTINS;LUÍS MARTINS;228;177;67;31
45318;Y. M'Boné;ヤニク エムボネ;MBONE;MBONE;50;185;82;30
45319;E. Dudouit;エメリク デュドゥイ;DUDOUIT;DUDOUIT;208;183;70;32
45320;M. Gradel;マックス グラデル;MAX GRADEL;MAX GRADEL;56;175;70;36
45323;K. Koné;コロ コネ;KONÉ;KONÉ;56;179;75;34
45328;A. Poko;アンドレ ビヨゴ ポコ;POKO;POKO;62;173;72;30
45330;S. Umtiti;サミュエル ユムティティ;UMTITI;UMTITI;208;182;75;30
45334;F. Vázquez;フランコ バスケス;VAZQUEZ;VAZQUEZ;144;187;80;34
45336;N. López;;NICO;NICO;152;179;68;29
45338;D. Tshimanga;デリク ツィマンガ;TSHIMANGA;TSHIMANGA;197;176;68;35
45339;S. Peeters;ステフ ペーテルス;PEETERS;PEETERS;197;188;84;31
45341;A. Masika;アユブ マシカ;MASIKA;MASIKA;67;170;60;31
45342;I. Cissé;イブラヒマ シセ;CISSÉ;CISSÉ;65;180;84;29
45346;A. Al Hafith;アブドゥラー アル ハフィス;ALHAFITH;ALHAFITH;31;188;82;31
45351;Marçal;フェルナンド マルサウ;MARÇAL;MARÇAL;146;178;74;34
45356;L. Paredes;レアンドロ パレデス;PAREDES;PAREDES;144;180;75;29
45358;C. Insaurralde;クリスティアン インサウラルデ;INSAURRALDE;INSAURRALDE;144;179;78;32
45363;A. Giannou;アポストロス ヤヌ;GIANNOU;GIANNOU;162;185;79;33
45365;H. Bushchan;ヘオルヒー ブシュチャン;BUSHCHAN;BUSHCHAN;239;196;90;29
45368;R. Quaison;ロビン クアイソン;QUAISON;QUAISON;237;183;73;30
45373;J. Pohjanpalo;ヨエル ポフヤンパロ;POHJANPALO;POHJANPALO;207;186;83;29
45374;R. Lod;ロビン ロド;LOD;LOD;207;179;79;30
45383;T. Vaclík;トマーシュ ヴァツリーク;VACLIK;VACLÍK;202;188;84;34
45385;Joselu Moreno;ホセル;JOSELU;JOSELU;236;170;71;32
45386;Pedro Bigas;ペドロ ビガス;R.BIGAS;R.BIGAS;236;181;78;33
45388;A. Pozuelo;アレハンドロ ポスエロ;POZUELO;POZUELO;236;172;63;32
45391;K. Omeruo;ケネス オメルオ;OMERUO;OMERUO;80;185;81;30
45393;D. Klaassen;デイヴィ クラーセン;KLAASSEN;KLAASSEN;224;179;73;30
45398;M. van der Hoorn;マイク ファン デル ホールン;V.D.HOORN;V.D.HOORN;224;190;81;31
45399;M. Lieder;マート リーダー;LIEDER;LIEDER;224;188;85;33
45402;A. Youga;アモ ユガ;YOUGA;YOUGA;52;186;83;31
45403;M. Zeffane;メフディ ゼファーヌ;ZEFFANE;ZEFFANE;44;176;72;31
45404;J. Ferri;ジョルダン フェリ;FERRI;FERRI;208;173;73;31
45405;A. Pléa;シャビィ ペドレル;PLEA;PLEA;208;181;79;30
45406;J. Frick;ジェレミ フリック;FRICK;FRICK;238;192;88;30
45409;M. Sampirisi;マリオ サンピリージ;SAMPIRISI;SAMPIRISI;215;188;75;31
45413;Jota Garcês;ジョタ ガルセス;JOTA;JOTA;228;173;70;30
45427;G. Castellani;ゴンサロ カステジャーニ;CASTELLANI;CASTELLANI;144;185;76;36
45435;Pedro Mendes;ペドロ メンデス;MENDES;MENDES;228;186;78;33
45437;Alejandro Gálvez ;ガルベス;GALVEZ L. M.;GALVEZ L. M.;236;190;79;34
45439;E. Stevens;エンダ スティーヴンス;STEVENS;STEVENS;214;183;78;33
45442;J. Howson;ジョナサン ハウソン;HOWSON;HOWSON;204;180;77;35
45445;S. Allan;スコット アラン;S. ALLAN;S. ALLAN;232;175;67;32
45458;D. Ward;ダニー ウォード;WARD;WARD;241;191;86;30
45462;K. Roofe;ケマー ルーフ;ROOFE;ROOFE;122;178;65;30
45463;N. Méndez-Laing;ナタニエル メンデス レイング;MENDEZ LAING;MENDEZ LAING;119;178;75;31
45475;L. Slagveer;ルシアーノ スラフフェール;SLAGVEER;SLAGVEER;139;179;75;30
45481;Roger Carvalho;ホージェル カルヴァーリョ;ROGER CARVALHO;ROGER CARVALHO;146;184;74;37
45485;R. Buess;ロマン ブエス;BUESS;BUESS;238;183;78;31
45486;Kim In-sung;キム インソン;INSUNG;INSUNG;16;180;74;34
45497;S. Strandberg;ステファン ストランベリ;STRANDBERG;STRANDBERG;226;189;80;33
45500;D. Pelkas;ディミトリス ペルカス;PELKAS;PELKAS;211;175;70;30
45504;R. Schüller;ラスムス シューレル;SCHÜLLER;SCHÜLLER;207;178;75;32
45507;Gilberto;ジウベルト;GILBERTO;GILBERTO;146;178;71;34
45509;João Paulo;ジョアン パウロ;JOAO PAULO;JOAO PAULO;146;171;71;32
45514;César;セーザル;CÉSAR;CÉSAR;146;192;79;31
45519;Thomás Bedinelli;;THOMÁS;THOMÁS;146;180;72;30
45539;A. del Valle;デル バジェ;A. DEL VALLE;A. DEL VALLE;148;175;75;34
45572;D. Pérez;ダミアン ペレス;D.PEREZ;D.PEREZ;144;169;64;35
45574;N. Aguirre;ニコラス アギーレ;NICO A.;NICO A.;144;181;84;33
45575;V. Cuesta;ビクトル クエスタ;CUESTA;CUESTA;144;187;84;35
45576;I. Marcone;イバン マルコーネ;MARCONE;MARCONE;144;182;86;33
45579;H. Nervo;ウーゴ ネルボ;NERVO;NERVO;144;183;79;32
45581;J. Burrai;;BURRAI;BURRAI;149;188;77;33
45582;L. López;リサンドロ ロペス;LOPEZ;LOPEZ;144;187;80;34
45583;G. Blanco Leschuk;グスタボ ブランコ;BLANCO LESCHUK;BLANCO LESCHUK;144;190;88;32
45585;G. Espinoza;ゴンサロ エスピノサ;ESPINOZA;ESPINOZA;147;177;75;33
45588;Gonzalo Cabrera;ゴンサロ カブレラ;CABRERA;CABRERA;144;169;68;34
45592;S. López;セルヒオ ロペス;LOPEZ;LOPEZ;144;170;65;35
45593;F. Lértora;フェデリコ レルトラ;LERTORA;LERTORA;144;185;79;33
45597;D. Braghieri;ディエゴ ブラギエリ;BRAGHIERI;BRAGHIERI;144;186;80;36
45600;F. Cerro;フランシスコ セロ;CERRO;CERRO;144;179;75;35
45605;L. Justiniano;レオネル フスティニアーノ;JUSTINIANO;JUSTINIANO;145;172;78;31
45610;D. Vaca;ダニエル バカ;VACA;VACA;145;180;80;45
45614;A. Chumacero;アレハンドロ チュマセロ;CHUMACERO;CHUMACERO;145;164;60;32
45619;R. Ramallo;;RAMALLO;RAMALLO;145;178;70;33
45621;D. Wayar;ディエゴ ワジャル;WAYAR;WAYAR;145;173;67;30
45626;Edenílson;エジニウソン;EDENILSON;EDENILSON;146;175;76;34
45630;Wellington Nem;ウェリントン ネン;W NEM;W NEM;146;165;72;31
45633;Anderson Carvalho;アンデルソン カルヴァーリョ;A. CARVALHO;A. CARVALHO;146;174;66;33
45641;Allan;アラン;ALLAN;ALLAN;146;175;74;32
45643;Douglas;ドウグラス;DOUGLAS;DOUGLAS;146;190;91;33
45644;Diogo Silva;ジオゴ シウヴァ;DIOGO SILVA;DIOGO SILVA;146;192;81;37
45646;William Barbio;ウィリアン バルビオ;W. BARBIO;W. BARBIO;146;176;74;31
45647;E. Herrera;エマヌエル エレーラ;HERRERA;HERRERA;144;186;75;36
45652;E. Vecchio;エミリアーノ ベッキオ;VECCHIO;VECCHIO;144;177;79;35
45656;R. Ureña;ロドリゴ ウレーニャ;UREÑA;UREÑA;147;181;72;30
45660;S. Magnasco;ステファノ マニャスコ;MAGNASCO;MAGNASCO;147;175;72;31
45667;Á. Henríquez;アンヘロ エンリケス;HENRIQUEZ;HENRIQUEZ;147;175;74;29
45668;Junior Fernándes;ジュニオール フェルナンデス;JR. FERNANDES;JR. FERNANDES;147;184;77;35
45669;S. Martínez;セバスティアン マルティネス;S. MARTINEZ;S. MARTINEZ;147;175;68;30
45670;I. Lichnovsky;イゴル リチノフスキー;LICHNOVSKY;LICHNOVSKY;147;188;79;29
45673;Ó. Murillo;;MURILLO;MURILLO;148;183;79;35
45674;F. Armani;フランコ アルマーニ;ARMANI;ARMANI;144;189;85;37
45677;S. Medina;ステファン メディーナ;MEDINA;MEDINA;148;179;69;31
45678;S. Pérez;セバスティアン ペレス;PEREZ;PEREZ;148;175;72;30
45679;C. Vargas;クリスティアン バルガス;VARGAS;VARGAS;148;184;84;34
45685;J. Quintero;ファン キンテーロ;QUINTERO;QUINTERO;148;169;67;30
45690;H. Quiñónes;エクトル キニョネス;QUINO;QUINO;148;178;68;31
45691;M. Balanta;マイケル バランタ;BALANTA;BALANTA;148;178;76;33
45708;F. Guerra;パスクアル リテレス;GUERRA;GUERRA;149;182;73;31
45724;N. Araújo;ネストル アラウホ;ARAÚJO RAZO;N. ARAUJO;124;188;87;32
45725;J. Aquino;ハビエル アキノ;AQUINO;AQUINO;124;165;60;33
45731;Maranhão;マラニョン;MARANHAO;MARANHAO;146;168;63;33
45742;A. Pulido;アラン プリード;PULIDO;PULIDO;124;177;76;32
45756;G. Gómez;グスタボ ゴメス;G. GÓMEZ;G. GOMEZ;150;185;85;30
45758;M. Caballero;マウロ カバジェロ;CABALLERO;CABALLERO;150;175;70;29
45761;G. Cano;ヘルマン カノ;G. CANO;G. CANO;144;176;72;35
45774;R. Cáceres;ラウール カセレス;R. CACERES;R. CACERES;150;180;75;32
45778;G. Ortiz;ヘラルド オルティス;ORTIZ;ORTIZ;150;185;82;34
45780;C. Ascues;カルロス アスクエス;ASCUES;ASCUES;151;187;78;31
45781;C. Beltrán;カルロス ベルトラン;BELTRAN;BELTRAN;144;189;77;33
45788;M. Araujo;ミゲル アラウホ;ARAUJO;ARAUJO;151;181;75;29
45803;F. Platero;フェデリコ プラテーロ;F. PLATERO;F. PLATERO;152;186;84;32
45804;R. Arias;ラモン アリアス;R. ARIAS;R. ARIAS;152;181;82;31
45807;Gastón Silva;ガストン シルバ;G. SILVA;G. SILVA;152;185;74;29
45809;D. Rodríguez;ディエゴ ロドリゲス;RODRIGUEZ .D;RODRIGUEZ .D;152;170;71;34
45813;R. Herrera;;HERRERA;R. HERRERA;152;185;82;34
45815;B. Alemán;ブライアン アレマン;ALEMAN;ALEMAN;152;177;79;34
45820;Felipe Gedoz;フェリピ コンセイソン;FELIPE GEDOZ;FELIPE GEDOZ;146;177;74;30
45823;M. Vecino;マティアス ベシノ;VECINO;VECINO;152;187;81;32
45824;R. García;ラファエル ガルシア;GARCIA;GARCIA;152;183;80;34
45826;G. Bueno;ゴンサロ ブエノ;BUENO;BUENO;152;175;71;30
45832;S. Cristóforo;セバスティアン クリストフォロ;CRISTOFORO;CRISTOFORO;152;173;70;30
45835;L. González;ルイス ゴンサレス;L. GONZÁLEZ;L. GONZÁLEZ;153;170;67;33
45868;R. Ortiz;;R. ORTIZ;R. ORTIZ;150;174;75;32
45880;Cristian Tello;テージョ;C.TELLO;C.TELLO;236;178;65;32
45884;Alan Santos;アラン サントス;ALAN SANTOS;ALAN SANTOS;146;184;75;32
45886;Alison;アリソン ロピス;ALISON;ALISON;146;182;74;30
45888;Pedro Castro;ペドロ カストロ;PEDRO CASTRO;PEDRO CASTRO;146;180;77;30
45893;A. Al Shenawy;エル シェナウィ;EL SHENAWY;EL SHENAWY;58;188;83;32
45903;Hugo Marques;ウーゴ マルケス;HUGO MARQUES;HUGO MARQUES;45;190;84;37
45912;S. Diallo;サディオ ディアロ;DIALLO;DIALLO;65;182;78;33
45913;I. Conté;アルノルフ ボニツェール;CONTE;CONTE;65;177;60;32
45925;M. Ben Cherifia;アムジャド イサ;BEN CHERIFIA;BEN CHERIFIA;92;181;84;32
45926;Y. Msakni;シャド アミル;MSAKNI;MSAKNI;92;179;73;33
45927;S. Sunzu;ストピラ スンズ;SUNZU;SUNZU;94;190;91;34
45939;N. Sinkala;レイフ ベゴヴィチ;SINKALA;SINKALA;94;178;71;33
45941;E. Kangwa;エヴァンス カングワ;E. KANGWA;E. KANGWA;94;180;71;31
45944;M. Reus;マルコ ロイス;REUS;REUS;210;180;74;34
45945;İ. Gündoğan;イルカイ ギュンドーアン;GÜNDOĞAN;GÜNDOGAN;210;180;80;33
45946;J. Draxler;ユリアン ドラクスラー;DRAXLER;DRAXLER;210;185;72;30
45947;A. Bjelland;アンドレアス ビェラン;BJELLAND;BJELLAND;203;188;85;35
45948;J. Okore;ヨレス オコレ;OKORE;OKORE;203;183;80;31
45949;M. Kamiński;;KAMIŃSKI;KAMIŃSKI;227;192;82;31
45951;A. Sobiech;アルトゥル ソビエフ;SOBIECH;SOBIECH;227;184;81;33
45953;B. Butko;ボグダン ブトコ;BUTKO;BUTKO;239;180;68;32
45954;R. Bezus;ロマン ベズス;BEZUS;BEZUS;239;185;78;33
45956;Maicon;タデウ ペサーニャ;MAICON;MAICON;146;184;81;38
45957;Paulo Miranda;アウベルト タヴォーラ;PAULO MIRANDA;PAULO MIRANDA;146;186;77;35
45958;Léo Vieira;レオ;LEO;LEO;146;193;88;33
45959;Douglas Pereira;ドウグラス ペレイラ;DOUGLAS;DOUGLAS;146;171;70;33
45962;Willian José;ウィリアン ジョゼ;WILLIAN J.;WILLIAN J.;146;189;93;32
45963;Bruno Cortez;ジョルジ ゴイオス;BRUNO CORTEZ;BRUNO CORTEZ;146;179;72;36
45964;Rodrigo Caio;ホドリゴ カイオ;R. CAIO;R. CAIO;146;183;75;30
45970;Ademilson;アデミウソン;ADEMILSON;ADEMILSON;146;176;74;29
45971;J. Hassan;マンスル ラミズ;HASSAN;HASSAN;12;185;78;32
45975;K. Bani Attiah;ラヒム ナスリ;KHALIL;KHALIL;14;175;73;32
45982;M. Boxall;マイケル ボクソール;BOXALL;BOXALL;166;188;90;35
45984;M. Rojas;マルコ ロハス;ROJAS;ROJAS;166;168;64;32
45988;Jong Il-gwan;ス ギョル;J. IL GWAN;J. IL GWAN;15;176;71;31
45990;Jang Kuk-chol;ナ ウンソン;J. KUK CHOL;J. KUK CHOL;15;183;69;29
45992;L. Giannetti;ラウタロ ジャネッティ;GIANNETTI;GIANNETTI;144;185;79;30
45993;Marquinhos;マルキーニョス;MARQUINHOS;MARQUINHOS;146;183;75;29
45996;Marcos Júnior;マルコス ジュニオール;MARCOS JR.;MARCOS JR.;146;167;66;30
45998;A. Rentería;アンドレス レンテリーア;A. RENTERIA;A. RENTERIA;148;179;82;30
46002;T. Klose;ティム クローゼ;KLOSE;KLOSE;238;195;87;35
46003;M. Verratti;マルコ ヴェッラッティ;VERRATTI;VERRATTI;215;165;60;31
46005;Márcio Azevedo;マルシオ アゼヴェド;AZEVEDO;AZEVEDO;146;173;71;37
46006;Renan;髙澤 優也;RENAN;RENAN;146;190;89;34
46010;Elkeson;エウケソン;AI K.S.;AI K.S.;7;180;77;34
46015;Caio Canedo;カイオ;CAIO;CAIO;37;176;65;33
46021;Gabriel;ガブリエウ;GABRIEL;GABRIEL;146;171;69;31
46023;Vitinho;ヴィチーニョ;VITINHO;VITINHO;146;180;76;30
46025;Jádson;ジャジソン;JADSON;JADSON;146;171;67;30
46029;Marcos Rocha;フィロメノ シャヴェス;MARCOS ROCHA;MARCOS ROCHA;146;176;68;35
46032;Renan Ribeiro;ヘナン ヒベイロ;R. RIBEIRO;R. RIBEIRO;146;193;87;33
46034;Neto Berola;;NETO BEROLA;NETO BEROLA;146;172;69;36
46037;Bernard;ベルナルジ;BERNARD;BERNARD;146;164;64;31
46038;Filipe Soutto;;FILIPE SOUTTO;FILIPE SOUTTO;146;180;77;32
46046;Henrique;エンヒキ;HENRIQUE;HENRIQUE;146;178;64;30
46049;Élber;アウブレイ メイラ;ELBER;ELBER;146;170;65;31
46062;M. Saymak;ムスタファ サイマク;SAYMAK;SAYMAK;224;169;65;30
46071;S. Al Dawsari;ナイフ ビラル;SALEM;SALEM;31;175;72;32
46078;B. Grobler;アレクサンダー ホディノット;GROBLER;GROBLER;87;183;78;35
46088;Felipe Silva;フェリペ シウバ;FELIPE;FELIPE;146;171;76;33
46089;Vinícius;ヴィニシウス;VINICIUS;VINICIUS;146;179;70;30
46095;Fábio Szymonek;ファビオ シモネク;FABIO;FABIO;146;196;86;33
46097;Wellington;ウェリントン;WELLINGTON;WELLINGTON;146;189;85;32
46098;Pegorari;ペゴラリ;PEGORARI;PEGORARI;146;192;85;32
46103;S. Purisay;スマニャ プリサイ;SUMANYA;SUMANYA;36;173;67;37
46111;A. Ismatullaev;アクバル イスマトゥラエフ;ISMATULLAEV;ISMATULLAEV;240;182;76;32
46123;N. Matar;ハミド ビン ファウジ;N. MATAR;N. MATAR;19;175;68;31
46124;H. Maatouk;ナイフ タキ アルディン;MAATOUK;MAATOUK;19;172;68;36
46128;M. Haidar;イブラヒム アフマード;M. HAIDAR;M. HAIDAR;19;176;70;34
46129;H. Chaitou;ハリド ワフィ;CHAITOU;CHAITOU;19;182;80;34
46132;F. Al Rashidi;ジャン ナディーム;AL RASHIDI;AL RASHIDI;26;185;83;35
46133;M. Al Musalami;ジャバド オサマ;AL MUSALAMI;AL MUSALAMI;26;182;73;33
46135;A. Amur;ハリド ガリーブ;AMUR;AMUR;26;182;75;35
46139;A. Al Muqbali;シャド ビン ファイサル;AL MUQBALI;AL MUQBALI;26;181;70;34
46144;V. Berisha;ヴァロン ベリシャ;BERISHA;BERISHA;311;176;70;30
46148;Saimon;サイモン;SAIMON;SAIMON;146;185;83;32
46149;Werley;ヴェルレイ;WERLEY;WERLEY;146;184;81;35
46151;Edílson;エジウソン;EDILSON;EDILSON;146;177;78;37
46152;Pablo;パブロ;PABLO;PABLO;146;188;89;32
46153;Naldo;ナウド;NALDO;NALDO;146;188;80;35
46155;Douglas Grolli;ドウグラス グローリ;DOUGLAS GROLLI;DOUGLAS GROLLI;146;189;84;34
46163;Léo Silva;レオ シルバ;LEO SILVA;LEO SILVA;146;181;76;38
46164;Gledson;グレジソン;GLEDSON;GLEDSON;146;192;88;40
46174;Guilherme;ギリェルミ;GUILHERME;GUILHERME;146;178;78;32
46177;Jean Mota;ジェアン モタ;MOTA;MOTA;146;172;72;30
46179;H. Kaldırım;ハサン アリ カルドゥルム;H.KALDIRIM;H.KALDIRIM;190;183;77;34
46180;V. Pilař;トマーシュ マリンスキー;PILAŘ;PILAR;202;170;68;35
46186;Z. Korcsmár;ジョルト コルチマール;KORCSMÁR;KORCSMÁR;212;188;82;34
46187;Hélder Santos;エウデル サントス;HELDER;HELDER;146;177;74;35
46188;Aloísio;;ALOÍSIO;ALOÍSIO;7;170;71;35
46201;William Pottker;ウィリアン ポッチケ;POTTKER;POTTKER;146;180;74;30
46203;Neto Volpi;ネト ヴォルピ;N.VOLPI;N.VOLPI;146;190;86;31
46206;Guilherme Lazaroni;ギリェルミ ラザローニ;G. LAZARONI;G. LAZARONI;146;182;78;31
46208;Anderson Conceição;アンデルソン コンセイソン;ANDERSON;ANDERSON;146;188;81;34
46209;Wellington Silva;ウェリントン シウヴァ;WELLINGTON;WELLINGTON;146;177;64;35
46218;M. Branderhorst;;M. BRANDERHORST;M. BRANDERHORST;224;192;87;29
46219;V. Misidjan;フィルヒル ミシジャン;V. MISIDJAN;V. MISIDJAN;139;173;70;30
46221;R. Sanusi;リアン サヌジ;SANUSI;SANUSI;197;181;75;31
46225;R. Brosco;リッカルド ブロスコ;BROSCO;BROSCO;215;190;78;32
46226;M. Capuano;マルコ カプアーノ;CAPUANO;CAPUANO;215;186;80;32
46228;A. Balzano;アントニオ バルザーノ;BALZANO;BALZANO;215;176;73;37
46229;S. Romagnoli;シモーネ ロマニョーリ;ROMAGNOLI;ROMAGNOLI;215;193;85;33
46232;M. Lund Nielsen;マッティ ニールセン;NIELSEN;NIELSEN;203;184;74;35
46235;L. Insigne;ロレンツォ インシーニェ;INSIGNE;INSIGNE;215;163;59;32
46237;Willian Arão;ウィリアン アロン;WILLIAN ARÃO;WILLIAN ARÃO;146;181;74;31
46240;Felipe;フェリピ;FELIPE;FELIPE;146;190;84;34
46242;Giovanni Piccolomo;ジョバンニ;GIOVANNI;GIOVANNI;146;174;74;29
46251;Samuel;サムエウ;SAMUEL;SAMUEL;146;185;83;32
46255;Gabriel Gasparotto;;GASPAROTTO;GASPAROTTO;146;196;88;30
46259;S. Suciu;セルジュ スチュ;SUCIU;SUCIU;229;184;76;33
46281;Renato;;RENATO;RENATO;146;183;74;32
46282;Bruninho;ブルニーニョ;BRUNINHO;BRUNINHO;146;174;64;30
46284;Marino;マリーノ;MARINO;MARINO;146;182;75;37
46295;Vander Luis;ヴァンデル;VANDER LUIS;VANDER LUIS;146;176;67;33
46303;Gabriel;;GABRIEL;GABRIEL;146;178;66;33
46305;Mádson;マジソン;MADSON;MADSON;146;182;67;31
46309;Rafael Donato;ハファエウ ドナト;RAFAEL DONATO;RAFAEL DONATO;146;193;95;34
