Id;Name;JapName;Shirt;ShirtNational;Commentary;Country;Country2;Height;Weight;Age;Foot;PlayingStyle;POS;GK;CB;LB;RB;DMF;CMF;LMF;RMF;AMF;LWF;RWF;SS;CF;OffensiveAwareness;BallControl;Dribbling;TightPossession;LowPass;LoftedPass;Finishing;Heading;PlaceKicking;Curl;Speed;Acceleration;KickingPower;Jump;PhysicalContact;Balance;Stamina;DefensiveAwareness;BallWinning;Aggression;GKAwareness;GKCatching;GKClearing;GKReflexes;GKReach;WeakFootUsage;WeakFootAcc;Form;InjuryResistance;Reputation;PlayingAttitude;Trickster;MazingRun;SpeedingBullet;IncisiveRun;LongBallExpert;EarlyCross;LongRanger;ScissorsFeint;DoubleTouch;FlipFlap;MarseilleTurn;Sombrero;CrossOverTurn;CutBehindAndTurn;ScotchMove;StepOnSkillcontrol;HeadingSpecial;LongRangeDrive;Chipshotcontrol;LongRangeShot;KnuckleShot;DippingShots;RisingShots;AcrobaticFinishing;HeelTrick;FirstTimeShot;OneTouchPass;ThroughPassing;WeightedPass;PinpointCrossing;OutsideCurler;Rabona;NoLookPass;LowLoftedPass;GKLowPunt;GKHighPunt;LongThrow;GKLongThrow;PenaltySpecialist;GKPenaltySaver;Gamesmanship;ManMarking;TrackBack;Interception;AcrobaticClear;Captaincy;SuperSub;FightingSpirit;Celebration1;Celebration2;DribblingHunching;DribblingArmMove.;RunningHunching;RunningArmMovement;CornerKicks;FreeKicks;PenaltyKick;DribbleMotion;YouthClub;OwnerClub;ContractUntil;LoanUntil;MarketValue;NationalCaps;Legend;Hand;WinnerGoldenBall;EditName;EditBasics;EditPosition;EditPositions;EditAbilities;EditPlayerSkills;EditPlayingStyle;EditCOMPlayingStyles;EditMovements;Edit1;Edit2;Edit3;Edit4;Edit5;Edit6;Edit7;Value1;Value2;Value3;Value2020_1;Value2020_2;Appearance;ListBoots;ListGloves;InEditFile;OverallStats
47861;J. MADUEÑA;ホセ マドゥエニャ;MADUENA;MADUENA;-1;124;0;175;74;32;False;11;3;0;0;0;2;0;1;0;2;2;1;2;1;0;57;73;71;61;65;74;52;60;51;68;77;82;60;71;67;68;74;64;62;71;40;40;40;40;40;1;1;5;1;2;1;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;14;0;1;1;1;1;1;1;1;1;0;0;30.6.2024. 0:00:00;1.1.0001. 0:00:00;4000;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;False;-1;0;0;0;2217;0;False;68
47862;J. CORONA;ジョー コロナ;CORONA;CORONA;-1;135;124;176;72;32;False;7;5;0;0;0;0;1;2;1;2;2;0;0;1;0;62;72;72;70;75;74;57;66;59;65;74;76;72;69;64;74;79;65;68;69;40;40;40;40;40;1;2;5;1;4;2;False;False;False;False;True;True;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;False;True;False;True;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;6;0;1;5;1;4;3;15;1;1;1785;0;30.6.2024. 0:00:00;1.1.0001. 0:00:00;0;23;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;False;-1;0;0;0;2217;0;False;69
47873;MARCOS FELIPE;マルコス フェリピ;MARCOS FELIPE;MARCOS FELIPE;-1;146;0;185;75;26;False;16;0;2;0;0;0;0;0;0;0;0;0;0;0;0;52;66;71;59;70;77;52;71;60;61;70;73;83;84;79;69;68;64;68;63;78;77;79;80;80;1;1;5;1;4;2;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;14;0;1;1;1;1;1;1;1;1;1249;0;30.6.2024. 0:00:00;1.1.0001. 0:00:00;2500;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;False;-1;0;0;0;1369;606;False;73
47889;J. CASTELLANOS;ファン カステジャノス;CASTELLANOS;CASTELLANOS;-1;153;0;170;69;27;True;5;8;0;0;0;0;0;1;1;1;2;0;0;1;0;69;74;73;75;74;74;70;56;72;77;70;75;78;60;64;78;70;53;54;56;40;40;40;40;40;1;1;7;1;3;2;False;True;False;False;False;False;True;False;False;False;False;False;False;True;False;False;False;True;False;True;False;True;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;24;0;2;1;1;10;1;1;1;2;0;0;30.6.2024. 0:00:00;1.1.0001. 0:00:00;3500;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;False;-1;0;0;0;2217;0;False;69
47901;J. MORENO;ジュニオール モレノ;MORENO;MORENO;-1;153;0;175;70;29;False;8;4;0;0;0;0;2;2;2;2;0;0;1;0;0;62;71;67;74;76;73;54;59;62;73;73;67;70;62;72;75;76;70;67;79;40;40;40;40;40;1;1;5;1;4;2;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;16;0;1;4;4;4;2;16;1;1;0;0;30.6.2024. 0:00:00;1.1.0001. 0:00:00;0;34;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;False;-1;0;0;0;1156;0;False;71
47918;W. AGUERRE;ワシントン アゲーレ;AGUERRE;AGUERRE;-1;152;0;187;85;29;False;17;0;2;0;0;0;0;0;0;0;0;0;0;0;0;50;55;52;51;63;69;50;63;55;49;62;60;80;80;76;61;55;59;51;47;77;78;83;84;81;3;3;7;2;4;1;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;True;False;False;0;0;1;1;1;1;1;3;1;1;0;0;30.6.2023. 0:00:00;1.1.0001. 0:00:00;8000;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;False;-1;0;0;0;2217;606;False;74
47920;G. VARELA;ギジェルモ バレラ;VARELA;VARELA;-1;152;0;173;70;29;False;11;3;0;0;1;2;0;0;0;1;0;0;0;0;0;62;70;70;71;70;73;57;65;57;70;80;81;73;73;71;76;80;69;68;71;40;40;40;40;40;1;2;3;2;4;3;True;False;False;False;False;True;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;True;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;11;0;1;10;5;10;1;1;1;1;0;0;30.6.2024. 0:00:00;1.1.0001. 0:00:00;15000;5;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;False;-1;0;0;0;2122;0;False;75
47929;F. CARMONA;ファビアン カルモナ;CARMONA;CARMONA;-1;147;0;176;69;28;False;6;8;0;0;0;0;1;2;1;1;2;1;1;2;1;71;70;72;71;68;68;69;65;72;72;74;76;72;70;62;70;71;53;53;51;40;40;40;40;40;2;2;5;1;2;2;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;0;2;4;1;1;5;1;1;1;2209;0;30.6.2024. 0:00:00;1.1.0001. 0:00:00;4500;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;False;-1;0;0;0;2217;0;False;67
47930;V. HUERTA;バルベル ウエルタ;HUERTA;HUERTA;-1;147;0;185;77;29;True;9;1;0;2;1;0;0;0;0;0;0;0;0;0;0;63;67;62;67;67;67;57;75;57;62;72;72;72;78;78;69;76;79;75;76;40;40;40;40;40;1;1;5;2;4;1;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;11;0;1;1;1;1;1;1;1;1;2209;0;30.6.2024. 0:00:00;1.1.0001. 0:00:00;30000;2;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;False;-1;0;0;0;2217;0;False;73
47943;L. REYES;ロレンソ レジェス;LOLO REYES;LOLO REYES;-1;147;0;175;75;31;False;8;4;0;0;1;0;2;2;0;0;1;0;0;0;0;61;71;71;63;73;74;63;65;58;68;72;70;74;70;73;71;81;73;76;66;40;40;40;40;40;2;2;7;1;4;3;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;True;40;0;2;1;2;3;1;6;1;1;2545;0;30.6.2024. 0:00:00;1.1.0001. 0:00:00;5000;10;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;False;-1;0;0;0;2217;0;False;72
47951;M. RODRÍGUEZ;マルティン ロドリゲス;M. RODRIGUEZ;M. RODRIGUEZ;-1;147;0;170;71;28;False;4;9;0;0;0;0;1;1;2;2;2;2;2;2;1;67;70;78;66;67;67;64;54;71;66;85;87;67;68;62;79;75;54;55;60;40;40;40;40;40;1;2;5;1;4;3;False;True;True;True;False;False;False;False;True;True;False;True;True;True;True;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;12;0;1;3;2;1;1;9;1;2;2545;0;30.6.2024. 0:00:00;1.1.0001. 0:00:00;0;12;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;False;-1;0;0;0;1256;0;False;71
47952;B. VEJAR;ブリアン ベハル;VEJAR;VEJAR;-1;147;0;176;60;27;True;0;2;0;0;2;2;1;2;2;2;1;1;1;0;0;68;68;71;65;65;65;62;62;65;66;79;80;71;70;70;71;71;65;63;63;40;40;40;40;40;2;2;5;2;3;1;False;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;45;0;2;3;1;1;3;13;1;1;2545;0;30.6.2024. 0:00:00;1.1.0001. 0:00:00;3750;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;False;-1;0;0;0;2217;0;False;69
47959;B. CORTÉS;ブライアン コルテス;CORTES;CORTES;-1;147;0;186;77;27;False;16;0;2;0;0;0;0;0;0;0;0;0;0;0;0;52;62;56;51;63;65;50;74;55;57;72;72;75;82;79;59;76;70;59;47;81;81;78;78;77;2;2;5;2;2;1;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;0;0;1;1;1;1;1;1;1;1;0;0;31.12.2024. 0:00:00;1.1.0001. 0:00:00;28000;9;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;False;-1;0;0;0;1165;606;False;73
47963;J. REINA;ハビエル レイナ;REINA;REINA;-1;148;0;173;70;33;True;14;8;0;0;0;0;0;1;2;2;2;1;2;1;1;69;70;72;73;71;74;69;62;72;75;80;82;77;75;72;81;76;55;58;65;40;40;40;40;40;3;3;5;2;3;2;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;True;False;False;True;False;False;False;False;False;True;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;45;0;1;1;1;1;1;5;1;1;1257;0;30.6.2024. 0:00:00;1.1.0001. 0:00:00;3500;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;False;-1;0;0;0;2182;0;False;73
47965;P. FRANCO;ペドロ フランコ;P. FRANCO;P. FRANCO;-1;148;0;183;73;31;False;15;1;0;2;0;0;1;0;0;0;0;0;0;0;0;55;64;62;63;66;65;57;74;54;58;68;66;73;73;76;67;72;74;76;67;40;40;40;40;40;1;1;5;1;4;1;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;0;2;7;1;7;1;1;1;1;1258;0;30.6.2024. 0:00:00;1.1.0001. 0:00:00;2750;5;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;False;-1;0;0;0;2086;0;False;67
47982;YOIVER GONZÁLEZ;ジョイベル ゴンサレス;GONZALEZ;GONZALEZ;-1;59;148;179;80;33;False;9;1;0;2;0;2;0;0;0;0;0;0;0;0;0;59;63;61;59;66;66;55;78;56;60;73;72;73;82;77;60;75;68;72;74;40;40;40;40;40;1;1;7;1;3;2;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;90;0;3;1;1;1;1;1;1;1;1258;0;31.12.2023. 0:00:00;1.1.0001. 0:00:00;2500;1;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;False;-1;0;0;0;8033;0;False;69
47984;D. MORENO;ディディエル モレノ;D. MORENO;D. MORENO;-1;148;0;181;77;31;False;8;4;0;0;0;0;2;2;0;0;0;0;0;0;0;67;69;68;67;70;68;66;71;63;66;74;74;73;73;75;68;80;74;76;74;40;40;40;40;40;2;2;7;1;4;2;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;True;False;True;False;True;17;0;2;3;2;3;1;1;1;1;1257;0;31.12.2023. 0:00:00;1.1.0001. 0:00:00;8000;1;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;False;-1;0;0;0;1569;0;False;72
47988;C. VARGAS;カミロ バルガス;VARGAS;VARGAS;-1;148;0;187;82;33;True;16;0;2;0;0;0;0;0;0;0;0;0;0;0;0;50;63;61;60;69;75;51;62;60;50;71;73;81;84;78;65;67;60;50;51;83;81;87;86;83;1;1;7;1;5;2;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;True;False;False;False;False;False;True;False;False;0;0;3;1;1;1;1;1;1;1;2657;0;31.12.2026. 0:00:00;1.1.0001. 0:00:00;20000;13;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;False;-1;0;0;0;1469;122;False;78
47992;R. SÁNCHEZ;ホセ サンチェス;R. SANCHEZ;R. SANCHEZ;-1;148;0;186;80;39;False;17;0;2;0;0;0;0;0;0;0;0;0;0;0;0;50;56;61;55;57;58;50;71;49;49;67;64;78;76;77;61;61;49;50;48;72;73;71;72;75;2;2;5;2;3;1;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;True;False;False;8;0;1;2;1;8;1;1;1;1;2284;0;30.6.2024. 0:00:00;1.1.0001. 0:00:00;1500;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;False;-1;0;0;0;2217;606;False;66
47995;F. MEZA;フランシスコ メサ;MEZA;MEZA;-1;148;0;184;73;31;False;10;1;0;2;0;0;0;0;0;0;0;0;0;0;0;53;69;65;66;71;73;57;77;61;67;72;69;72;80;78;67;73;75;75;73;40;40;40;40;40;1;2;5;1;3;1;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;5;0;1;1;1;1;1;1;1;1;2657;0;30.6.2024. 0:00:00;1.1.0001. 0:00:00;5000;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;False;-1;0;0;0;2051;0;False;72
47996;J. QUIÑÓNES;フリアン キニョネス;J. QUIÑÓNES;J. QUIÑÓNES;-1;148;0;195;84;33;False;10;1;0;2;0;0;0;0;0;0;0;0;0;0;0;65;62;58;68;64;61;65;82;56;56;73;67;78;68;84;62;78;73;76;75;40;40;40;40;40;2;2;5;2;4;1;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;True;False;False;28;0;1;3;1;8;1;1;1;1;2657;0;31.12.2023. 0:00:00;1.1.0001. 0:00:00;7500;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;False;-1;0;0;0;8106;0;False;71
47997;J. ROA;ファン ロア;ROA;ROA;-1;148;0;174;68;31;False;7;5;0;0;0;2;2;2;0;2;1;0;1;0;0;68;70;72;69;66;66;64;60;70;72;77;80;73;70;66;77;72;59;62;64;40;40;40;40;40;2;2;3;2;4;3;False;True;True;False;False;True;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;65;0;1;2;1;2;6;7;3;1;2657;0;30.6.2024. 0:00:00;1.1.0001. 0:00:00;1500;2;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;False;-1;0;0;0;2086;0;False;66
47999;D. TORRES;ダニエル トーレス;DANI TORRES;DANI TORRES;-1;148;0;184;80;33;False;8;4;0;0;0;0;2;1;0;1;0;0;0;0;0;63;66;66;65;67;71;57;69;61;60;63;67;77;79;79;63;76;73;82;88;40;40;40;40;40;1;1;5;1;3;2;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;False;True;23;0;1;10;1;4;3;14;1;1;2657;0;30.6.2024. 0:00:00;1.1.0001. 0:00:00;3000;14;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;False;-1;0;0;0;2059;0;False;70
48000;E. CHAUX;エデル チャウクス;CHAUX;CHAUX;-1;148;0;189;75;31;False;16;0;2;0;0;0;0;0;0;0;0;0;0;0;0;50;56;57;55;59;60;50;79;58;51;69;65;86;86;79;61;62;65;61;62;78;75;76;78;77;3;3;5;2;4;1;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;0;0;1;8;1;8;1;1;1;1;2361;2655;31.12.2024. 0:00:00;31.12.2023. 0:00:00;3500;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;False;-1;0;0;0;8890;606;False;71
48009;ÁNGEL ROMERO;アンヘル ロメロ;ROMERO;A. ROMERO;-1;150;0;176;71;30;False;14;10;0;0;0;0;0;1;2;2;1;2;2;2;2;73;71;78;74;77;72;70;66;76;78;79;79;78;71;65;81;79;62;56;74;40;40;40;40;40;2;2;7;1;4;2;False;True;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;True;False;False;False;False;False;False;True;False;True;False;False;True;False;False;False;False;False;False;False;True;False;True;False;True;False;False;False;False;True;7;0;2;2;1;2;1;1;5;3;0;0;30.6.2024. 0:00:00;1.1.0001. 0:00:00;32000;37;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;False;-1;0;0;0;1175;0;False;76
48012;J. RECALDE;ホルヘ レカルデ;RECALDE;RECALDE;-1;150;0;178;80;30;False;13;11;0;0;0;0;0;0;0;0;2;0;0;2;2;70;77;71;74;69;65;72;67;64;68;74;74;78;69;75;64;73;54;51;53;40;40;40;40;40;1;1;5;1;3;1;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;48;0;1;3;1;3;1;1;1;1;0;0;31.12.2024. 0:00:00;1.1.0001. 0:00:00;7000;2;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;False;-1;0;0;0;2086;0;False;69
48016;A. BENÍTEZ;アラン ベニテス;BENITEZ;BENITEZ;-1;150;0;177;71;28;False;19;3;0;0;0;2;0;0;0;2;0;0;0;0;0;60;72;72;65;71;74;57;60;57;66;81;72;66;74;62;75;76;59;58;76;40;40;40;40;40;1;1;5;2;3;2;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;3;0;1;5;3;3;2;1;5;1;0;0;30.6.2024. 0:00:00;1.1.0001. 0:00:00;0;2;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;False;-1;0;0;0;2086;0;False;69
48059;C. GRUEZO;プラシド ベイティア;GRUEZO;GRUEZO;-1;149;0;171;67;27;False;9;4;0;0;0;1;2;2;0;0;0;0;0;0;0;60;74;71;70;72;70;56;63;55;63;72;80;70;79;74;81;88;60;70;85;40;40;40;40;40;2;1;5;1;4;3;False;True;False;False;False;False;True;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;True;False;False;False;False;False;False;True;True;False;False;True;False;False;True;34;0;2;5;4;3;4;15;3;1;0;0;30.6.2027. 0:00:00;1.1.0001. 0:00:00;50000;36;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;False;-1;0;0;0;2305;0;False;74
48069;D. BEJARANO;ディエゴ ベハラーノ;BEJARANO;BEJARANO;-1;145;0;174;70;31;False;11;3;0;0;0;2;1;2;1;1;1;0;0;0;0;71;70;66;63;70;78;61;58;55;70;74;75;69;70;62;79;74;68;72;66;40;40;40;40;40;1;1;5;1;3;2;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;38;0;1;5;3;1;1;1;1;1;0;0;30.6.2024. 0:00:00;1.1.0001. 0:00:00;0;37;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;False;-1;0;0;0;5039;0;False;70
48098;J. MORALES;フアン グスタボ モラレス;MORALES;MORALES;-1;151;0;170;68;33;False;9;4;0;0;0;0;2;2;0;0;0;0;0;0;0;52;74;62;74;64;73;49;61;55;62;66;76;67;75;62;77;70;67;65;76;40;40;40;40;40;1;1;7;2;3;2;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;0;0;1;1;1;1;1;1;1;1;0;0;30.6.2024. 0:00:00;1.1.0001. 0:00:00;0;2;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;False;-1;0;0;0;2086;0;False;66
48119;H. CALCATERRA;オラシオ カルカテラ;CALCATERRA;CALCATERRA;-1;151;144;176;72;33;False;20;5;0;0;0;0;2;2;1;1;1;0;0;0;0;64;81;67;81;73;80;66;70;64;77;65;77;71;65;64;76;72;67;62;74;40;40;40;40;40;1;1;7;2;4;2;False;False;False;False;True;False;True;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;True;False;False;True;True;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;True;False;True;110;0;3;4;3;1;1;1;1;2;0;0;30.6.2024. 0:00:00;1.1.0001. 0:00:00;3500;5;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;False;-1;0;0;0;2217;0;False;73
48121;M. VALVERDE;マルシオ バルベルデ;VALVERDE;VALVERDE;-1;151;0;174;74;35;False;20;5;0;0;0;0;1;2;0;1;2;0;0;0;0;65;73;69;72;72;76;63;57;71;75;69;72;72;65;59;69;69;55;59;55;40;40;40;40;40;1;1;5;1;3;2;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;0;3;9;3;1;1;1;1;1;0;0;30.6.2024. 0:00:00;1.1.0001. 0:00:00;0;2;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;False;-1;0;0;0;2086;0;False;66
48129;E. CHÁVEZ;エディンソン チャベス;E. CHÁVEZ;E. CHÁVEZ;-1;151;0;170;67;29;False;11;3;0;1;0;2;0;0;1;2;2;0;1;0;0;63;66;64;65;66;69;59;64;63;70;77;74;72;76;63;69;73;60;66;69;40;40;40;40;40;2;2;5;1;3;1;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;0;3;3;3;3;1;1;1;1;2216;0;30.6.2024. 0:00:00;1.1.0001. 0:00:00;3500;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;False;-1;0;0;0;2086;0;False;68
48134;P. AQUINO;ペドロ アキーノ;AQUINO;AQUINO;-1;151;0;174;74;27;False;8;4;0;0;0;0;2;2;0;2;1;0;0;0;0;64;76;63;71;79;76;61;68;64;70;71;72;71;74;71;78;77;79;75;79;40;40;40;40;40;1;1;5;1;4;3;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;False;False;14;0;3;1;3;1;1;1;1;1;2216;0;31.12.2024. 0:00:00;1.1.0001. 0:00:00;35000;40;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;False;-1;0;0;0;1182;0;False;76
48139;J. RAMOS;ホルヘ ラモス;RAMOS;RAMOS;-1;148;0;184;80;30;False;2;12;0;0;0;0;0;0;1;1;0;0;0;1;2;72;68;67;71;61;60;71;68;67;75;79;78;73;70;72;72;72;46;50;56;40;40;40;40;40;2;2;5;2;3;2;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;5;0;1;1;1;1;1;1;3;1;0;0;30.6.2024. 0:00:00;1.1.0001. 0:00:00;2000;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;False;-1;0;0;0;1356;0;False;68
52302;T. GRESHAM;トレヴァー グレシャム;T. GRESHAM;T. GRESHAM;-1;80;0;190;83;30;False;0;1;0;2;0;1;0;0;0;0;0;0;0;0;0;49;62;62;58;61;61;49;82;50;49;72;69;81;72;85;60;74;68;65;66;40;40;40;40;40;3;3;5;3;2;1;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;0;1;1;1;1;1;1;1;1;0;0;30.6.2024. 0:00:00;1.1.0001. 0:00:00;0;0;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;False;-1;0;0;0;71;0;False;66
